elapsed_time,set_no,game_no,p1_sets,p2_sets,p1_games,p2_games,server,point_victor,consecutive_victories,p1_points_won,p2_points_won,game_victor,set_victor,p1_unf_err,p2_unf_err,distance_difference_p2_p1,speed_mph,sum_of_distance_p1,sum_of_distance_p2,EA,EB,K,(Sa-Ea),(Sb-Eb),beta_pA,beta_pB,alpha_PA,alpha_pB,z_pA,z_pB,ω_pA,ω_pB,RA,RB,turnning_point
5591,2,9,1,0,4,4,2,2,1,63,60,0,0,0,0,-43.626,125,1889.818,1846.192,166.9955756,63.0044244,16,-0.673185121,0.673185121,0,0,0,1,0,0,1889.818,1848.692,44.9241229,-36.82889879,0
5617,2,9,1,0,4,4,2,2,2,63,61,0,0,0,0,-43.972,106,1893.895,1849.923,156.6701229,73.32987707,16,-0.645340792,0.645340792,0,0,0,1,-1,1,1893.895,1852.043,30.4665623,-24.89893584,0
5656,2,9,1,0,4,4,2,2,3,63,62,0,0,0,0,-47.102,123,1901.626,1854.524,146.7871203,83.21287968,16,-0.617687663,0.617687663,0,0,0,1,-2,2,1901.626,1856.984,18.09906404,-14.27399432,0
5682,2,9,1,0,4,4,2,2,4,63,63,2,0,0,0,-62.432,126,1931.983,1869.551,127.8916619,102.1083381,32,-0.590483077,0.590483077,0,0,0,1,-3,3,1931.983,1872.071,7.591327671,-4.841485102,0
5788,2,10,1,0,4,5,1,1,-1,64,63,0,0,0,0,-57.918,127,1937.5,1879.582,135.2990663,94.70093366,16,0.46296278,-0.46296278,0,0,1,0,0,0,1940.04,1879.582,-10.70806496,11.42577556,0
5817,2,10,1,0,4,5,1,2,1,64,64,0,0,0,0,-40.005,119,1955.729,1915.724,126.3684913,103.6315087,16,-0.558160938,0.558160938,0,0,1,0,0,0,1958.109,1915.724,-3.992369565,3.426965942,0
5881,2,10,1,0,4,5,1,1,-1,65,64,0,0,0,1,-39.415,91,1958.559,1919.144,133.8456991,96.15430093,16,0.467325483,-0.467325483,0,1,1,0,0,0,1960.379,1919.144,-10.39238118,11.33755774,0
5923,2,10,1,0,4,5,1,1,-2,66,64,0,0,0,0,-16.285,115,1990.799,1974.514,140.9812113,89.01878875,16,0.445969512,-0.445969512,0,0,1,0,1,-1,1993.099,1974.514,-3.661080322,4.070380043,0
5963,2,10,1,0,4,5,1,2,1,66,65,0,0,0,0,-12.69,114,2000.266,1987.576,131.7935742,98.20642584,16,-0.574227318,0.574227318,0,0,1,0,0,0,2002.546,1987.576,2.286992487,-2.755150314,0
5996,2,10,1,0,4,5,1,1,-1,67,65,1,0,0,0,-7.473,119,2019.207,2011.734,146.2516292,83.74837081,32,0.45181422,-0.45181422,0,0,1,0,0,0,2021.587,2011.734,-4.920505748,5.985086017,0
6044,2,11,1,0,5,5,2,2,1,67,66,0,0,0,0,-7.912,111,2020.294,2012.382,136.8277659,93.17223411,16,-0.588991457,0.588991457,0,0,0,1,0,0,2020.294,2014.602,7.121319043,-8.495758609,0
6070,2,11,1,0,5,5,2,2,2,67,67,0,0,0,0,-10.445,132,2027.57,2017.125,127.827817,102.172183,16,-0.562496804,0.562496804,0,0,0,1,-1,1,2027.57,2019.765,-2.260967194,-0.492447392,0
6099,2,11,1,0,5,5,2,1,-1,68,67,0,0,0,1,-12.547,105,2038.516,2025.969,135.2381456,94.76185439,16,0.463145537,-0.463145537,0,1,0,1,0,0,2038.516,2028.069,-10.11154636,6.587771932,0
6142,2,11,1,0,5,5,2,2,1,68,68,0,0,0,0,-27.934,132,2067.371,2039.437,126.3103383,103.6896617,16,-0.55798796,0.55798796,0,0,0,1,0,0,2067.371,2042.077,-2.288077647,1.076472129,0
6195,2,11,1,0,5,5,2,2,2,68,69,2,0,0,0,-27.448,100,2072.084,2044.636,109.2700871,120.7299129,32,-0.53250785,0.53250785,0,0,0,1,-1,1,2072.084,2046.636,-10.25640372,7.736289427,0
6324,2,12,1,0,5,6,1,1,-1,69,69,0,0,0,0,-27.554,129,2079.407,2051.853,117.5338637,112.4661363,16,0.516486037,-0.516486037,0,0,1,0,0,0,2081.987,2051.853,-25.38195072,20.75693192,0
6359,2,12,1,0,5,6,1,1,-2,70,69,0,0,0,0,-25.731,98,2081.272,2055.541,125.4171832,104.5828168,16,0.492707471,-0.492707471,0,0,1,0,1,-1,2083.232,2055.541,-16.59269664,11.08871313,0
6398,2,12,1,0,5,6,1,1,-3,71,69,0,0,0,0,-25.29,122,2083.217,2057.927,132.9380284,97.06197162,16,0.470052824,-0.470052824,0,0,1,0,2,-2,2085.657,2057.927,-8.794596766,2.913973458,0
6437,2,12,1,0,5,6,1,1,-4,72,69,1,0,0,0,-1.463,129,2102.062,2100.599,147.291722,82.70827798,32,0.448552926,-0.448552926,0,0,1,0,3,-3,2104.642,2100.599,-1.891429046,-3.94983111,0
6492,2,13,1,0,6,6,2,2,1,72,70,0,0,0,0,-17.821,128,2170.861,2153.04,137.8215279,92.17847209,16,-0.591887132,0.591887132,0,0,0,1,0,0,2170.861,2155.6,10.22107654,-16.83117605,0
6551,2,13,1,0,6,6,1,1,-1,73,70,0,0,0,0,-18.335,127,2176.732,2158.397,144.7765623,85.22343771,16,0.434689649,-0.434689649,0,0,1,0,0,0,2179.272,2158.397,0.542637255,-8.012013558,0
6577,2,13,1,0,6,6,1,1,-2,74,70,0,0,0,0,-22.728,100,2227.917,2205.189,151.4185744,78.58142556,16,0.415125759,-0.415125759,0,0,1,0,1,-1,2229.917,2205.189,5.722660495,-13.57156709,0
6692,2,13,1,0,6,6,2,2,1,74,71,0,0,0,0,-25.739,128,2237.19,2211.451,141.7655827,88.23441731,16,-0.603311984,0.603311984,0,0,0,1,0,0,2237.19,2214.011,10.28403489,-18.12833847,0
6723,2,13,1,0,6,6,2,2,2,74,72,0,0,0,0,-25.851,130,2242.138,2216.287,132.5426439,97.45735606,16,-0.576433672,0.576433672,0,0,0,1,-1,1,2242.138,2218.887,0.457558593,-9.064037982,0
6761,2,13,1,0,6,6,1,1,-1,75,72,0,0,0,0,-27.103,119,2266.139,2239.036,139.7375103,90.2624897,16,0.449679148,-0.449679148,0,0,1,0,0,0,2268.519,2239.036,-7.786645328,-1.025156981,0
6823,2,13,1,0,6,6,1,1,-2,76,72,0,0,0,0,-23.43,111,2271.049,2247.619,146.6059441,83.39405586,16,0.429277115,-0.429277115,0,0,1,0,1,-1,2273.269,2247.619,-1.618618811,-7.479767231,0
6865,2,13,1,0,6,6,2,2,1,76,73,0,0,0,0,-24.91,127,2281.17,2256.26,137.1662867,92.83371334,16,-0.589978592,0.589978592,0,0,0,1,0,0,2281.17,2258.8,3.840098193,-12.83578345,0
6897,2,13,1,0,6,6,2,2,2,76,74,0,0,1,0,-24.422,104,2293.275,2268.853,128.1509957,101.8490043,16,-0.563455688,0.563455688,1,0,0,1,-1,1,2293.275,2270.933,-5.131109079,-4.477735635,0
6953,2,13,1,0,6,6,1,1,-1,77,74,0,0,0,0,-15.869,130,2312.358,2296.489,135.5465242,94.45347578,16,0.462220535,-0.462220535,0,0,1,0,0,0,2314.958,2296.489,-11.67833918,2.923357676,0
6992,2,13,1,0,6,6,1,1,-2,78,74,0,0,0,0,-13.107,129,2317.235,2304.128,142.6047094,87.39529058,16,0.441136575,-0.441136575,0,0,1,0,1,-1,2319.815,2304.128,-4.984431966,-4.09215927,0
7031,2,13,1,0,6,6,2,2,1,78,75,0,0,0,0,-18.337,129,2337.311,2318.974,133.3440586,96.65594137,16,-0.578790674,0.578790674,0,0,0,1,0,0,2337.311,2321.554,0.944194613,-9.939779167,0
7105,2,13,1,0,6,6,2,2,2,78,76,0,0,0,0,-19.442,128,2342.825,2323.383,124.5024095,105.4975905,16,-0.55260307,0.55260307,0,0,0,1,-1,1,2342.825,2325.943,-7.553999313,-2.028492895,0
7144,2,13,1,0,6,6,1,2,3,78,77,2,2,0,0,-28.45,122,2371.602,2343.152,99.19091092,130.8090891,48,-0.527322887,0.527322887,0,0,1,0,-2,2,2374.042,2343.152,-14.62286923,4.974494882,0
7445,3,1,1,1,0,0,1,1,-1,79,77,0,0,0,1,-7.501,96,2398.163,2390.662,107.9169432,122.0830568,16,0.545377017,-0.545377017,0,1,1,0,0,0,2400.083,2390.662,-33.22385846,29.38254212,0
7490,3,1,1,1,0,0,1,2,1,79,78,0,0,0,0,0.519,96,2415.51,2416.029,100.2429494,129.7570506,16,-0.479624614,0.479624614,0,0,1,0,0,0,2417.43,2416.029,-23.41062865,19.44935999,0
7538,3,1,1,1,0,0,1,1,-1,80,78,0,0,0,0,0.53,126,2419.469,2419.999,108.9209067,121.0790933,16,0.542372332,-0.542372332,0,0,1,0,0,0,2421.989,2419.999,-26.77258282,24.44443866,0
7580,3,1,1,1,0,0,1,2,1,80,79,0,0,1,0,1.774,0,2424.919,2426.693,101.2007451,128.7992549,16,-0.482510102,0.482510102,2,0,1,0,0,0,2424.919,2426.693,-17.64776665,14.15340457,0
7622,3,1,1,1,0,0,1,1,-1,81,79,0,0,0,0,3.504,113,2429.05,2432.554,109.834891,120.165109,16,0.539634121,-0.539634121,0,0,1,0,0,0,2431.31,2432.554,-20.01620096,19.71657171,0
7647,3,1,1,1,0,0,1,1,-2,82,79,1,0,0,0,12.286,113,2436.018,2448.304,126.310475,103.689525,32,0.514861999,-0.514861999,0,0,1,0,1,-1,2438.278,2448.304,-11.60275997,9.942229841,0
7721,3,2,1,1,1,0,2,1,-3,83,79,0,0,0,0,12.105,126,2469.693,2481.798,133.7903431,96.20965689,16,0.467491758,-0.467491758,0,0,0,1,2,-2,2469.693,2484.318,2.766962735,-6.545283399,0
7768,3,2,1,1,1,0,2,2,1,83,80,0,0,0,0,9.503,130,2478.865,2488.368,124.9283749,105.0716251,16,-0.553873016,0.553873016,0,0,0,1,0,0,2478.865,2490.968,9.57272838,-11.09580284,0
7800,3,2,1,1,1,0,2,2,2,83,81,0,0,0,0,-22.811,109,2531.681,2508.87,116.4716535,113.5283465,16,-0.528545087,0.528545087,0,0,0,1,-1,1,2531.681,2511.05,0.623134674,-3.426147561,0
7855,3,2,1,1,1,0,2,1,-1,84,81,0,0,0,0,-25.657,128,2541.151,2515.494,124.4038829,105.5961171,16,0.495764342,-0.495764342,0,0,0,1,0,0,2541.151,2518.054,-6.859587678,3.35858613,0
7895,3,2,1,1,1,0,2,1,-2,85,81,0,0,0,1,-29.021,130,2559.073,2530.052,131.9712406,98.02875935,16,0.472959857,-0.472959857,0,1,0,1,1,-1,2559.073,2532.652,0.96063183,-2.840602518,0
7935,3,2,1,1,1,0,2,2,1,85,82,0,0,0,0,-29.587,127,2570.525,2540.938,123.1921631,106.8078369,16,-0.548692346,0.548692346,0,0,0,1,0,0,2570.525,2543.478,7.834194999,-7.191831704,0
7973,3,2,1,1,1,0,2,1,-1,86,82,0,0,0,1,-31.628,114,2578.648,2547.02,130.8151795,99.18482053,16,0.476438522,-0.476438522,0,1,0,1,0,0,2578.648,2549.3,-0.834933097,0.007817072,0
8018,3,2,1,1,1,0,2,2,1,86,83,0,0,0,0,-51.141,130,2605.983,2554.842,122.088869,107.911131,16,-0.545394402,0.545394402,0,0,0,1,0,0,2605.983,2557.442,6.093398394,-4.827466237,0
8048,3,2,1,1,1,0,2,2,2,86,84,0,0,0,0,-54.13,118,2616.213,2562.083,113.7625956,116.2374044,16,-0.520392088,0.520392088,0,0,0,1,-1,1,2616.213,2564.443,-2.342003458,2.091970892,0
8093,3,2,1,1,1,0,2,1,-1,87,84,0,0,0,1,-59.385,0,2628.074,2568.689,121.8195792,108.1804208,16,0.503561476,-0.503561476,0,2,0,1,0,0,2628.074,2568.689,-9.38588624,8.207921432,0
8148,3,2,1,1,1,0,2,2,1,87,85,0,0,0,0,-62.376,129,2634.871,2572.495,113.5056872,116.4943128,16,-0.51961825,0.51961825,0,0,0,1,0,0,2634.871,2575.075,-1.22855752,3.119447452,0
8175,3,2,1,1,1,0,2,2,2,87,86,2,0,0,0,-64.799,128,2651.569,2586.77,97.64331514,132.3566849,32,-0.495699128,0.495699128,0,0,0,1,-1,1,2651.569,2589.33,-8.552384584,8.934182117,0
8218,3,3,1,1,1,1,1,1,-1,88,86,0,0,0,0,-56.774,92,2674.294,2617.52,106.4399709,123.5600291,16,0.549790983,-0.549790983,0,0,1,0,0,0,2676.134,2617.52,-22.54996432,20.71113561,0
8266,3,3,1,1,1,1,1,1,-2,89,86,0,0,0,0,-48.453,114,2685.094,2636.641,114.833856,115.166144,16,0.524617823,-0.524617823,0,0,1,0,1,-1,2687.374,2636.641,-13.84772258,10.75488954,0
8296,3,3,1,1,1,1,1,2,1,89,87,0,0,0,0,-44.396,127,2713.971,2669.575,106.8415072,123.1584928,16,-0.499521799,0.499521799,0,0,1,0,0,0,2716.511,2669.575,-6.12728995,2.349005411,0
8333,3,3,1,1,1,1,1,2,2,89,88,0,0,1,0,-46.38,95,2730.696,2684.316,99.21694374,130.7830563,16,-0.476535219,0.476535219,1,0,1,0,-1,1,2732.596,2684.316,-11.35953835,9.26180385,0
8379,3,3,1,1,1,1,1,1,-1,90,88,0,0,0,1,-46.369,104,2741.777,2695.408,107.941787,122.058213,16,0.545302705,-0.545302705,0,1,1,0,0,0,2743.857,2695.408,-14.83356378,15.32013384,0
8427,3,3,1,1,1,1,1,1,-2,91,88,1,0,0,0,-29.753,122,2749.682,2719.929,124.591515,105.408485,32,0.520303998,-0.520303998,0,0,1,0,1,-1,2752.122,2719.929,-6.978986165,6.899403817,0
8566,3,4,1,1,2,1,2,1,-3,92,88,0,0,0,1,-26.267,108,2759.663,2733.396,132.1502577,97.84974232,16,0.472421419,-0.472421419,0,1,0,1,2,-2,2759.663,2735.556,6.964549551,-9.358070811,0
8616,3,4,1,1,2,1,2,1,-4,93,88,0,0,0,0,-29.294,129,2787.361,2758.067,139.3630151,90.63698489,16,0.450797339,-0.450797339,0,0,0,1,3,-3,2787.361,2760.647,13.33847184,-12.82285197,0
8661,3,4,1,1,2,1,2,2,1,93,89,0,0,1,0,-37.643,106,2807.619,2769.976,130.2483552,99.75164483,16,-0.569666246,0.569666246,1,0,0,1,0,0,2807.619,2772.096,18.90444803,-16.31985079,0
8730,3,4,1,1,2,1,2,1,-1,94,89,0,0,0,1,-42.376,127,2819.751,2777.375,137.5479404,92.45205962,16,0.456224075,-0.456224075,0,1,0,1,0,0,2819.751,2779.915,9.857995013,-8.042174561,0
8759,3,4,1,1,2,1,2,1,-2,95,89,1,0,0,0,-45.997,133,2844.966,2798.969,151.4827826,78.51721738,32,0.43546382,-0.43546382,0,0,0,1,1,-1,2844.966,2801.629,15.35694684,-11.80069765,0
8805,3,5,1,1,3,1,1,1,-3,96,89,0,0,0,0,-45.729,130,2845.551,2799.822,157.8269604,72.17303957,16,0.396511113,-0.396511113,0,0,1,0,2,-2,2848.151,2799.822,27.12689474,-21.38177027,0
8829,3,5,1,1,3,1,1,1,-4,97,89,0,0,0,0,-43.943,127,2847.461,2803.518,163.8937145,66.10628553,16,0.379172127,-0.379172127,0,0,1,0,3,-3,2850.001,2803.518,29.30397786,-24.60139222,0
8855,3,5,1,1,3,1,1,1,-5,98,89,0,0,0,1,-42.349,103,2873.599,2831.25,169.6997062,60.30029384,16,0.362874481,-0.362874481,0,1,1,0,4,-4,2875.659,2831.25,31.18449198,-27.12846587,0
8901,3,5,1,1,3,1,1,2,1,98,90,0,0,1,0,-41.685,0,2874.675,2832.99,159.2607686,70.73923141,16,-0.652433599,0.652433599,2,0,1,0,0,0,2874.675,2832.99,32.7938616,-28.45017728,0
8939,3,5,1,1,3,1,1,1,-1,99,90,1,0,0,0,-41.386,107,2875.453,2834.067,171.2701803,58.72981973,32,0.375294115,-0.375294115,0,0,1,0,0,0,2877.593,2834.067,24.11155261,-16.33696472,0
9063,3,6,1,1,4,1,2,1,-2,100,90,0,0,0,1,-43.44,110,2893.418,2849.978,176.7658238,53.23417625,16,0.343477718,-0.343477718,0,1,0,1,1,-1,2893.418,2852.178,31.09059686,-26.03898701,0
9121,3,6,1,1,4,1,2,2,1,100,91,0,0,0,0,-43.73,121,2894.493,2850.763,166.0354982,63.96450185,16,-0.67064535,0.67064535,0,0,0,1,0,0,2894.493,2853.183,32.97035008,-26.73185933,0
9144,3,6,1,1,4,1,2,2,2,100,92,0,0,0,0,-44.274,107,2898.565,2854.291,155.7505876,74.24941243,16,-0.642806912,0.642806912,0,0,0,1,-1,1,2898.565,2856.431,20.17253761,-16.26941112,0
9181,3,6,1,1,4,1,2,1,-1,101,92,0,0,0,0,-41.162,105,2913.69,2872.528,161.9076346,68.09236539,16,0.38481544,-0.38481544,0,0,0,1,0,0,2913.69,2874.628,9.280096622,-6.948306137,0
9244,3,6,1,1,4,1,2,2,1,101,93,0,0,0,0,-40.9,111,2922.036,2881.136,151.7984718,78.20152822,16,-0.631822677,0.631822677,0,0,0,1,0,0,2922.036,2883.356,13.79894172,-10.71771714,0
9286,3,6,1,1,4,1,2,2,2,101,94,2,0,0,0,-45.924,132,2933.918,2887.994,132.4590075,97.54099254,32,-0.60435826,0.60435826,0,0,0,1,-1,1,2933.918,2890.634,3.47927879,-2.319667271,0
9322,3,7,1,1,4,2,1,1,-1,102,94,0,0,0,0,-44.292,107,2937.57,2893.278,139.6576866,90.3423134,16,0.449917446,-0.449917446,0,0,1,0,0,0,2939.71,2893.278,-14.86917759,13.24472489,0
9346,3,7,1,1,4,2,1,1,-2,103,94,0,0,0,0,-42.132,117,2951.057,2908.925,146.5297231,83.47027686,16,0.429502284,-0.429502284,0,0,1,0,1,-1,2953.397,2908.925,-8.181317243,5.546096904,0
9375,3,7,1,1,4,2,1,1,-3,104,94,0,0,0,1,-41.247,90,2966.015,2924.768,153.0934624,76.90653763,16,0.410233702,-0.410233702,0,1,1,0,2,-2,2967.815,2924.768,-2.248579518,-0.935800459,0
9414,3,7,1,1,4,2,1,1,-4,105,94,1,0,0,0,-41.166,109,2966.793,2925.627,165.6401002,64.35989983,32,0.392082431,-0.392082431,0,0,1,0,3,-3,2968.973,2925.627,3.004184021,-5.672034688,0
9529,3,8,1,1,5,2,2,2,1,105,95,0,0,0,0,-43.434,126,2973.511,2930.077,155.3719238,74.6280762,16,-0.641761023,0.641761023,0,0,0,1,0,0,2973.511,2932.597,12.91138526,-16.50484563,0
9549,3,8,1,1,5,2,2,1,-1,106,95,0,0,0,1,-44.422,116,2981.142,2936.72,161.5454918,68.45450821,16,0.385847999,-0.385847999,0,1,0,1,0,0,2981.142,2939.04,2.560782831,-7.432859301,0
9579,3,8,1,1,5,2,2,2,1,106,96,0,0,0,0,-62.022,116,3051.186,2989.164,151.4518555,78.54814446,16,-0.630852265,0.630852265,0,0,0,1,0,0,3051.186,2991.484,7.749689534,-10.50958634,0
9634,3,8,1,1,5,2,2,1,-1,107,96,0,0,0,0,-62.279,127,3094.126,3031.847,157.7973966,72.20260337,16,0.396596318,-0.396596318,0,0,0,1,0,0,3094.126,3034.387,-1.899711418,-2.186808116,0
9688,3,8,1,1,5,2,2,1,-2,108,96,0,0,0,1,-66.576,114,3115.961,3049.385,163.8654327,66.13456732,16,0.379252253,-0.379252253,0,1,0,1,1,-1,3115.961,3051.665,3.858539972,-6.528906506,0
9727,3,8,1,1,5,2,2,2,1,108,97,0,0,0,0,-66.533,127,3116.69,3050.157,153.6726289,76.32737111,16,-0.637050236,0.637050236,0,0,0,1,0,0,3116.69,3052.697,8.927643895,-9.468237682,0
9755,3,8,1,1,5,2,2,2,2,108,98,0,0,0,0,-67.431,114,3118.307,3050.876,143.9205371,86.07946294,16,-0.609505739,0.609505739,0,0,0,1,-1,1,3118.307,3053.156,-0.900310158,-1.202850482,0
9782,3,8,1,1,5,2,2,2,3,108,99,2,0,0,0,-67.837,124,3119.443,3051.606,125.2811959,104.7188041,32,-0.582479413,0.582479413,0,0,0,1,-2,2,3119.443,3054.086,-9.140845356,6.137047378,0
9827,3,9,1,1,5,3,1,1,-1,109,99,0,0,0,0,-39.083,97,3126.751,3087.668,132.8082813,97.19171868,16,0.470442841,-0.470442841,0,0,1,0,0,0,3128.691,3087.668,-25.29917779,20.44841415,0
9870,3,9,1,1,5,3,1,1,-2,110,99,0,0,0,0,-29.668,109,3139.381,3109.713,139.9910404,90.00895959,16,0.448922443,-0.448922443,0,0,1,0,1,-1,3141.561,3109.713,-17.38736111,11.7965503,0
9905,3,9,1,1,5,3,1,1,-3,111,99,0,0,0,1,-30.301,95,3143.62,3113.319,146.8480347,83.15196529,16,0.428562144,-0.428562144,0,1,1,0,2,-2,3145.52,3113.319,-10.35626375,4.478696166,0
9958,3,9,1,1,5,3,1,2,1,111,100,0,0,1,0,-23.084,112,3151.978,3128.894,137.3975923,92.60240769,16,-0.59065265,0.59065265,1,0,1,0,0,0,3154.218,3128.894,-4.116333244,-0.963591763,0
9989,3,9,1,1,5,3,1,1,-1,112,100,1,1,0,0,-20.777,128,3163.504,3142.727,158.3202833,71.67971674,48,0.435889395,-0.435889395,0,0,1,0,0,0,3166.064,3142.727,-9.471838806,7.412624359,0
10157,4,1,2,1,0,0,2,1,-2,113,100,0,0,0,1,-38.77,110,3196.427,3157.657,164.3656604,65.63433964,16,0.377836069,-0.377836069,0,1,0,1,1,-1,3196.427,3159.857,8.152465288,-13.38364206,0
10203,4,1,2,1,0,0,2,2,1,113,101,0,0,0,0,-38.626,98,3213.27,3174.644,154.1515678,75.84843215,16,-0.638380782,0.638380782,0,0,0,1,0,0,3213.27,3176.604,12.75254974,-15.59819302,0
10248,4,1,2,1,0,0,2,2,2,113,102,0,0,0,0,-40.635,109,3222.172,3181.537,144.3784907,85.62150927,16,-0.61081732,0.61081732,0,0,0,1,-1,1,3222.172,3183.717,2.562495372,-6.754626783,0
10272,4,1,2,1,0,0,2,2,3,113,103,0,0,0,0,-39.67,128,3229.36,3189.69,135.0383134,94.96168658,16,-0.583761082,0.583761082,0,0,0,1,-2,2,3229.36,3192.25,-6.002062029,1.105471214,0
10300,4,1,2,1,0,0,2,2,4,113,104,2,0,0,0,-39.962,129,3230.563,3190.601,117.2008588,112.7991412,32,-0.557420457,0.557420457,0,0,0,1,-3,3,3230.563,3193.181,-13.13101862,8.066629462,0
10355,4,2,2,1,0,1,1,1,-1,114,104,0,0,0,0,-34.506,121,3255.758,3221.252,125.0995109,104.9004891,16,0.493665758,-0.493665758,0,0,1,0,0,0,3258.178,3221.252,-27.91756177,21.6928962,0
10390,4,2,2,1,0,1,1,2,1,114,105,0,0,1,0,-33.848,0,3257.302,3223.454,116.6349346,113.3650654,16,-0.529036023,0.529036023,2,0,1,0,0,0,3257.302,3223.454,-19.51872411,12.63220571,0
10443,4,2,2,1,0,1,1,2,2,114,106,0,0,1,0,-17.66,126,3270.248,3252.588,108.5596453,121.4403547,16,-0.504705581,0.504705581,1,0,1,0,-1,1,3272.768,3252.588,-21.81968084,18.75340463,0
10483,4,2,2,1,0,1,1,1,-1,115,106,0,0,0,0,-14.509,117,3274.45,3259.941,116.8560987,113.1439013,16,0.518528343,-0.518528343,0,0,1,0,0,0,3276.79,3259.941,-24.34752749,24.09379726,0
10510,4,2,2,1,0,1,1,2,1,115,107,0,0,1,0,-13.944,0,3279.511,3265.567,108.7706255,121.2293745,16,-0.505342078,0.505342078,2,0,1,0,0,0,3279.511,3265.567,-16.02941559,14.45865062,0
10553,4,2,2,1,0,1,1,2,2,115,108,2,0,0,0,-9.879,93,3319.551,3309.672,93.34412629,136.6558737,32,-0.4820781,0.4820781,0,0,1,0,-1,1,3321.411,3309.672,-18.48172287,20.05299918,0
10629,4,3,2,1,0,2,2,2,3,115,109,0,0,0,0,-11.57,124,3334.88,3323.31,86.33628194,143.6637181,16,-0.437990272,0.437990272,0,0,0,1,-2,2,3334.88,3325.79,-28.38790553,32.63574819,0
10666,4,3,2,1,0,2,2,1,-1,116,109,0,0,0,0,-11.356,113,3341.528,3330.172,95.64444462,134.3555554,16,0.581760168,-0.581760168,0,0,0,1,0,0,3341.528,3332.432,-31.31895696,34.640958,0
10712,4,3,2,1,0,2,2,2,1,116,110,0,0,0,0,-16.606,112,3359.813,3343.207,88.53213059,141.4678694,16,-0.444519627,0.444519627,0,0,0,1,0,0,3359.813,3345.447,-20.11021368,24.59656156,0
10755,4,3,2,1,0,2,2,2,2,116,111,0,0,0,0,-16.96,129,3374.846,3357.886,81.74167602,148.258324,16,-0.42440341,0.42440341,0,0,0,1,-1,1,3374.846,3360.466,-24.26551718,27.16121111,0
10788,4,3,2,1,0,2,2,1,-1,117,111,0,0,0,0,-28.057,113,3426,3397.943,91.25483607,138.7451639,16,0.594572503,-0.594572503,0,0,0,1,0,0,3426,3400.203,-27.57063869,29.38954988,0
10840,4,3,2,1,0,2,2,1,-2,118,111,0,0,0,1,-23.622,108,3463.839,3440.217,100.3415816,129.6584184,16,0.567921594,-0.567921594,0,1,0,1,1,-1,3463.839,3442.377,-16.59066011,19.7508965,0
10907,4,3,2,1,0,2,2,1,-3,119,111,0,0,0,0,-19.975,117,3486.187,3466.212,109.0150291,120.9849709,16,0.542090471,-0.542090471,0,0,0,1,2,-2,3486.187,3468.552,-6.888058894,12.53708483,0
10945,4,3,2,1,0,2,2,2,1,119,112,0,0,0,0,-21.884,131,3507.019,3485.135,101.2905382,128.7094618,16,-0.482780681,0.482780681,0,0,0,1,0,0,3507.019,3487.755,1.664348174,5.585695657,0
11007,4,3,2,1,0,2,2,2,2,119,113,0,0,0,0,-19.706,127,3525.685,3505.979,93.92057483,136.0794252,16,-0.460622711,0.460622711,0,0,0,1,-1,1,3525.685,3508.519,-5.15414961,10.44037087,0
11046,4,3,2,1,0,2,2,1,-1,120,113,0,0,0,0,-19.988,119,3543.453,3523.465,102.8865817,127.1134183,16,0.560375428,-0.560375428,0,0,0,1,0,0,3543.453,3525.845,-10.81554976,14.71956627,0
11104,4,3,2,1,0,2,2,2,1,120,114,0,0,0,0,-31.466,0,3559.725,3528.259,95.44352282,134.5564772,16,-0.465191179,0.465191179,0,0,0,1,0,0,3559.725,3528.259,-2.025713455,6.977842888,0
11136,4,3,2,1,0,2,2,1,-1,121,114,0,0,0,0,-39.212,129,3579.466,3540.254,104.3403465,125.6596535,16,0.556051479,-0.556051479,0,0,0,1,0,0,3579.466,3542.834,-8.217315578,11.48414402,0
11176,4,3,2,1,0,2,2,1,-2,122,114,0,0,0,1,-43.729,105,3596.032,3552.303,112.8306265,117.1693735,16,0.5306425,-0.5306425,0,1,0,1,1,-1,3596.032,3554.403,0.240534978,4.120325026,0
11229,4,3,2,1,0,2,2,2,1,122,115,0,0,0,0,-44.003,121,3597.047,3553.044,104.9305246,125.0694754,16,-0.493756366,0.493756366,0,0,0,1,0,0,3597.047,3555.464,7.687597359,-1.148900018,0
11258,4,3,2,1,0,2,2,2,2,122,116,0,0,0,0,-30.196,110,3631.647,3601.451,97.39372245,132.6062775,16,-0.471050136,0.471050136,0,0,0,1,-1,1,3631.647,3603.651,0.14370058,4.481125364,0
11342,4,3,2,1,0,2,2,1,-1,123,116,0,0,0,0,-36.457,128,3661.811,3625.354,106.2017567,123.7982433,16,0.550502143,-0.550502143,0,0,0,1,0,0,3661.811,3627.914,-6.155697976,9.448366873,0
11395,4,3,2,1,0,2,2,2,1,123,117,0,0,0,0,-40.106,114,3673.527,3633.421,98.60658473,131.3934153,16,-0.47469825,0.47469825,0,0,0,1,0,0,3673.527,3635.701,1.991070293,2.379821207,0
11427,4,3,2,1,0,2,2,2,2,123,118,2,0,0,0,-43.708,119,3685.172,3641.464,84.11200796,145.887992,32,-0.452955524,0.452955524,0,0,0,1,-1,1,3685.172,3643.844,-4.698669924,7.419974792,0
11554,4,4,2,1,0,3,1,1,-1,124,118,0,0,0,0,-42.419,129,3691.011,3648.592,93.51964962,136.4803504,16,0.587977604,-0.587977604,0,0,1,0,0,0,3693.591,3648.592,-17.50433434,17.95325281,0
